imdb_rating,languages,movieId,plot,poster,released,runtime,title
7.4,English,7223,"Frank Bigelow, told he's been poisoned and has only a few days to live, tries to find out who killed him and why.",https://image.tmdb.org/t/p/w440_and_h660_face/a92jHkShS6jIub4hClvKQj360pT.jpg,1950-04-30,83,D.O.A.
4.8,English,7228,A comic strip vamp seeks to seduce her cartoonist creator in order to cross over into the real world.,https://image.tmdb.org/t/p/w440_and_h660_face/mqzRUHNtFwmgJCmSnvq3JnX0xgZ.jpg,1992-07-10,102,Cool World
8.1,Italian,7234,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",https://image.tmdb.org/t/p/w440_and_h660_face/zykmPmJCwFdrrbmbsRcirYxXn7Q.jpg,1956-07-16,108,"Strada, La"
7.1,Japanese,7235,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",https://image.tmdb.org/t/p/w440_and_h660_face/k8j4YLZlda98dqp9ErymKzjYowG.jpg,2002-07-25,129,Ichi the Killer (Koroshiya 1)
6.6,English,7236,"A post-apocalyptic tale based on a novella by Harlan Ellison. A boy communicates telepathically with his dog as they scavenge for food and sex, and they stumble into an underground society ...",https://image.tmdb.org/t/p/w440_and_h660_face/s4vkM7B6Ss7IUgkruTzxnrXnakq.jpg,1975-11-01,91,"Boy and His Dog, A"
7.9,Polish,7238,"During the German occupation noble, bourgeois and worker's partisan groups lived in peace with another. On the first day of freedom they start to fight each other. In these fights is weaved a most tender love story.",https://image.tmdb.org/t/p/w440_and_h660_face/rA7Rr0j8NfgxLaxvtItz9rc1iiT.jpg,1961-05-29,103,Ashes and Diamonds (Popiól i diament)
8,,7243,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",https://image.tmdb.org/t/p/w440_and_h660_face/mnjifw19X094HvG80CN7nyMSRsD.jpg,1916-09-05,197,Intolerance: Love's Struggle Throughout the Ages
4,English,7245,"A man lets a former flame fall to her death rather than let her interfere with his new relationship, but her ghost returns to disrupt his impending nuptials.",https://image.tmdb.org/t/p/w440_and_h660_face/uFikEfs32RCnBjwioCiUVQUcVJe.jpg,1960-09-22,75,Tormented
6.9,English,7247,"A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.",https://image.tmdb.org/t/p/w440_and_h660_face/wJ62FzGeCAs6PjCIK1as6xzdIY5.jpg,1968-12-18,144,Chitty Chitty Bang Bang
6.6,Thai,7248,"During the 16th century, as Thailand contends with both a civil war and Burmese invasion, a beautiful princess rises up to help protect the glory of the Kingdom of Ayothaya. Based on the life of Queen Suriyothai.",https://image.tmdb.org/t/p/w440_and_h660_face/77DNF4mTQHQZRCemmF5cszm4FRL.jpg,2001-08-17,142,"Suriyothai (a.k.a. Legend of Suriyothai, The)"
7.1,English,7250,"George and Gwen Kellerman live in the small, quiet town of Twin Oaks, Ohio with their two young children and pet dog. George has a strong sense of what is right and wrong, especially as it ...",https://image.tmdb.org/t/p/w440_and_h660_face/zftd677rtNpHFPx20HI6y09EGEU.jpg,1970-05-28,101,"Out of Towners, The"
7.7,English,7254,"A young man blocks out harmful memories of significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life.",https://image.tmdb.org/t/p/w440_and_h660_face/jY0hIz8eolynHqWN8vrTo0cypBI.jpg,2004-01-23,113,The Butterfly Effect
5.6,English,7255,"A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",https://image.tmdb.org/t/p/w440_and_h660_face/tM4qSVlvpO7OMUG00mtTs1SZEl5.jpg,2004-01-23,95,Win a Date with Tad Hamilton!
8.1,English,7256,The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.,https://image.tmdb.org/t/p/w440_and_h660_face/fsydA5H8FSDaYlYWddfMpMpDUX.jpg,2004-03-12,106,Touching the Void
4.9,English,7257,"A small-time con artist and a Hawaiian real estate developer's mischevious, enterprising mistress team up for a potential $200,000 score.",https://image.tmdb.org/t/p/w440_and_h660_face/x03suj1pUhtafDDqeXc8cFkDQ7n.jpg,2004-01-30,88,"Big Bounce, The"
5.7,English,7258,Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.,https://image.tmdb.org/t/p/w440_and_h660_face/xflTliVBvCztaLzTJx9luHnSqwD.jpg,2004-01-30,93,"Perfect Score, The"
7.2,English,7260,"A promiscuous gay party animal falls for a young Mormon missionary, leading to crisis, cliché, and catastrophe.",https://image.tmdb.org/t/p/w440_and_h660_face/wZGcUBqv0YfD84SmkBAGEjh5Hvc.jpg,2004-07-01,107,Latter Days
7.5,English,7263,"Miracle tells the true story of Herb Brooks (Russell), the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Russian squad.",https://image.tmdb.org/t/p/w440_and_h660_face/rzTvD3be2JkfCknloql6uHyum5F.jpg,2004-02-06,135,Miracle
7.2,English,7265,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.,https://image.tmdb.org/t/p/w440_and_h660_face/abdsharkteGNBA1BchSZ1DCoMtZ.jpg,2004-02-20,115,"Dreamers, The"
7.1,English,7266,"A bad scientist and wife, a mad scientist and skeleton, two aliens and their escaped pet are all searching for the elusive element atmospherium.",https://image.tmdb.org/t/p/w440_and_h660_face/nGUjqu7DotLx6yfakAeqaj8D1FO.jpg,2001-09-01,90,"Lost Skeleton of Cadavra, The"
6.5,English,7272,The daily routine of cocaine dealer Priest who wants to score one more super deal and retire.,https://image.tmdb.org/t/p/w440_and_h660_face/nFAD8tGmQ5jDUoOhXXFkUW1Q7z1.jpg,1972-08-04,93,Super Fly (Superfly)
1.6,English,7282,"5 white kids get lost in the hood looking for da hip hop witch, a year later their footage was found.",https://image.tmdb.org/t/p/w440_and_h660_face/fOmL55NWVLrf3vcskf3pVZTCVr4.jpg,2003-09-18,90,"Hip Hop Witch, Da"
5.9,English,7283,A woman finds romance when she takes a job at an airport plant to help make ends meet after her husband goes off to war.,https://image.tmdb.org/t/p/w440_and_h660_face/8Ssjwl6J68W9X63zJQvvPnhn6nH.jpg,1984-04-13,100,Swing Shift
6.9,English,7285,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",https://image.tmdb.org/t/p/w440_and_h660_face/ey4injV5ZmIhiRFwsx9Ozh955Ir.jpg,2003-09-19,100,Thirteen
6.8,English,7293,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the very next day.",https://image.tmdb.org/t/p/w440_and_h660_face/zm9dfA5iwq4vGopD86WPoHXO40T.jpg,2004-02-13,99,50 First Dates
5.2,English,7294,"A US president who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate.",https://image.tmdb.org/t/p/w440_and_h660_face/eQ8EJBJ37kdP0S8WaiAvSrNfhEP.jpg,2004-02-20,110,Welcome to Mooseport
7.5,French,7299,"In Paris, a Turkish shop owner befriends a Jewish boy in his mid-teens.",https://image.tmdb.org/t/p/w440_and_h660_face/hB7eULKTONsk0cgc4sx82tb9Dt6.jpg,2004-04-09,95,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran)
7.3,English,7300,"During the 1970s, car delivery driver Kowalski delivers hot rods in record time but always runs into trouble with the highway cops.",https://image.tmdb.org/t/p/w440_and_h660_face/1ThnpFx2G2HPhecvODGFEQxfOpO.jpg,1971-03-13,99,Vanishing Point
7.9,,7302,A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,https://image.tmdb.org/t/p/w440_and_h660_face/a6IzXkwZRDimfn8HATzP6Pi6Ois.jpg,1924-03-23,155,"Thief of Bagdad, The"
7.4,English,7303,"Harrowing story of a young Jewish girl who, with her family and their friends, is forced into hiding in an attic in Nazi-occupied Amsterdam.",https://image.tmdb.org/t/p/w440_and_h660_face/9oBQj09CuLQmxMeQugXk35TNAYg.jpg,1959-04-17,180,The Diary of Anne Frank
6.3,English,7305,"A federal investigator tracks down a gold digging woman who moves from husband to husband, kills them and collects the inheritance.",https://image.tmdb.org/t/p/w440_and_h660_face/5tcDPhQ7MoLiWXW8dWMJf4IBuRA.jpg,1987-02-06,102,Black Widow
6.7,English,7307,A band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son. As the plague and warfare cut a swathe of destruction...,https://image.tmdb.org/t/p/w440_and_h660_face/s6r5Rq7oZBUzv8ahF2zEopkNixh.jpg,1985-08-30,126,Flesh & Blood
5.1,English,7308,Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,https://image.tmdb.org/t/p/w440_and_h660_face/j68Ie9o1pRoNAPZxoRnEVXS7OtG.jpg,1985-11-22,100,King Solomon's Mines
7.2,,7309,"Seeking revenge, an athletic young man joins the pirate band responsible for his father's death.",https://image.tmdb.org/t/p/w440_and_h660_face/841WLSvTRN3TQKxiUjD1TY9dc42.jpg,1926-03-08,88,"Black Pirate, The"
7.8,English,7311,An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.,https://image.tmdb.org/t/p/w440_and_h660_face/mRq48vMuIV15REcmHUDnIzfjIyq.jpg,1939-07-28,114,"Goodbye, Mr. Chips"
7.3,English,7312,"Lem Siddons is part of a traveling band who has a dream of becoming a lawyer. Deciding to settle down, he finds a job as a stockboy in the general store of a small town. Trying to fit in, ...",https://image.tmdb.org/t/p/w440_and_h660_face/N5Q3z5fg2FR3JNtaka0Afjgeku.jpg,1966-12-01,131,"Follow Me, Boys!"
5.3,English,7315,"A fictional story inspired by North America's most famous female boxing promoter, Jackie Kallen. Her struggle to survive and succeed in a male dominated sport.",https://image.tmdb.org/t/p/w440_and_h660_face/9CuODYTA3vvrGluaIl0hMPsEIK8.jpg,2004-02-20,111,Against the Ropes
4.6,English,7316,"A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",https://image.tmdb.org/t/p/w440_and_h660_face/ahV4Lt24bogI8GB08ztBS9muomi.jpg,2004-02-20,89,Confessions of a Teenage Drama Queen
6.6,English,7317,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.",https://image.tmdb.org/t/p/w440_and_h660_face/9t1e0Mova7eyV3OpRC6nT4y6hHH.jpg,2004-02-20,93,EuroTrip
7.1,Aramaic,7318,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",https://image.tmdb.org/t/p/w440_and_h660_face/4l9LCSOfEJ0vSY9D6kpH2OVfk0j.jpg,2004-02-25,127,"Passion of the Christ, The"
5.6,English,7319,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.,https://image.tmdb.org/t/p/w440_and_h660_face/fJtmpGlFwo8VPKXGzPDfbxA2asi.jpg,2004-02-27,104,Club Dread
6,English,7320,"In November 1958, the American teenager Katey Miller moves with her parents and her younger sister to Havana. Her father is an executive of Ford expatriated to Cuba, and Katey is an ...",https://image.tmdb.org/t/p/w440_and_h660_face/v9XZGSArcWBrAPAhOne8tBcGvfX.jpg,2004-02-27,86,Dirty Dancing: Havana Nights
7.7,German,7323,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",https://image.tmdb.org/t/p/w440_and_h660_face/2xv7MuQFxJMK1ZV0r5fFI0FzdG0.jpg,2004-05-14,121,"Good bye, Lenin!"
6.7,English,7324,"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.",https://image.tmdb.org/t/p/w440_and_h660_face/iGzENlBPYJEFWZnye4t3nqWSSp1.jpg,2004-03-05,136,Hidalgo
6.1,English,7325,Two streetwise cops bust criminals in their red-and-white Ford Torino with the help of police snitch called Huggy Bear.,https://image.tmdb.org/t/p/w440_and_h660_face/i011DoAZF2krWvxhb7XAxl2lEcK.jpg,2004-03-05,101,Starsky & Hutch
8.2,Swedish,7327,A nurse is put in charge of an actress who can't talk and finds that the actress's persona is melding with hers.,https://image.tmdb.org/t/p/w440_and_h660_face/bdXbfUir63TQHA5NTNcXPICZCW8.jpg,1967-03-16,83,Persona
7.4,English,7334,"A cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand.",https://image.tmdb.org/t/p/w440_and_h660_face/3h39YWLBuFd4SGi2eqNazEQlPv7.jpg,1976-09-17,95,"Front, The"
7.8,English,7335,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,https://image.tmdb.org/t/p/w440_and_h660_face/et4fY4BxLyAPwxvUFUbzCUrGsjR.jpg,1953-08-01,80,Pickup on South Street
6.4,English,7340,"Terry Griffith has got it all -- looks, popularity, the perfect college boyfriend, and an article that's a shoo-in to win her a summer internship at the local newspaper... or so she thinks....",https://image.tmdb.org/t/p/w440_and_h660_face/7ffvsRv8ueYYK0H3zocmNRPd8yN.jpg,1985-04-26,90,Just One of the Guys
6.7,English,7343,"Wisconsin Death Trip is an intimate, shocking and sometimes hilarious account of the disasters that befell one small town in Wisconsin during the final decade of the 19th century. The film ...",https://image.tmdb.org/t/p/w440_and_h660_face/atngFVxShIsk2KDQdHnehtRtSZA.jpg,2000-03-09,76,Wisconsin Death Trip
6.8,English,7346,A teenager's dreams come true when a former porn star moves in next door and they fall in love.,https://image.tmdb.org/t/p/w440_and_h660_face/5mVyFHSY2rSsNgD4NfEwV82HigU.jpg,2004-04-09,108,"Girl Next Door, The"
6.6,English,7347,"A writer is accused for plagiarism by a strange man, who then starts haunting him for justice.",https://image.tmdb.org/t/p/w440_and_h660_face/dALsFpMdfv2K43QH4nQCbzehkN6.jpg,2004-03-12,96,Secret Window
6.6,English,7348,The investigation into a kidnapping of the daughter of a high-ranking US government official.,https://image.tmdb.org/t/p/w440_and_h660_face/giTVXddk2iJuOyCgOhokx5I9TMs.jpg,2004-03-12,106,Spartan
7.6,Hebrew,7349,"Daphne and her four children try to cope with the abrupt death of husband/father. As the family seems to fall apart, a sudden incident gives them a chance to heal their 'broken wings'.",https://image.tmdb.org/t/p/w440_and_h660_face/wgvzlUGVBDvVxMbmFWbgJA0Wtmp.jpg,2002-10-24,87,Broken Wings (Knafayim Shvurot)
6.9,English,7352,"The good-hearted Harbour has spent his whole life trying to take care of his motherless and suicidal little brother, Wilbur. The brothers are inseparable. When in their thirties, they lose ...",,2002-11-08,109,Wilbur Wants to Kill Himself
6.2,English,7354,"After his life is saved by a lonely cop, a mobster who moonlights as a stand-up comedian provides the cop with a beautiful young companion.",https://image.tmdb.org/t/p/w440_and_h660_face/wmgmTe9uQ5mtudN6e4IVEGvSqg1.jpg,1993-03-05,97,Mad Dog and Glory
6.3,English,7355,Mole's underground home is bought by the Weasels from wealthy landowner Mr. Toad and Mole is thrown out. He and Rat start to fight to get his home back from evil Weasels.,https://image.tmdb.org/t/p/w440_and_h660_face/nsOM52BsDeHzc0yI27bah2OWems.jpg,1997-10-31,88,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows)
7.3,English,7357,A peaceful New England town hides secrets and scandals.,https://image.tmdb.org/t/p/w440_and_h660_face/6pXkTqdGz3EZiBEoeN8hmyrtgot.jpg,1958-03-03,157,Peyton Place
6.4,English,7358,Rosanna Arquette talks to various actresses about the pressures they face as women working in the entertainment industry.,https://image.tmdb.org/t/p/w440_and_h660_face/50a7jpkUukf6aypYFiapoOF2lui.jpg,2002-07-13,100,Searching for Debra Winger
7.4,English,7360,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",https://image.tmdb.org/t/p/w440_and_h660_face/cyIfbnRhzlBKNRUXZu17XT9uT9T.jpg,2004-03-19,101,Dawn of the Dead
8.4,English,7361,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.",https://image.tmdb.org/t/p/w440_and_h660_face/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,2004-03-19,108,Eternal Sunshine of the Spotless Mind
6.2,English,7362,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.,https://image.tmdb.org/t/p/w440_and_h660_face/zeFGOS1kj0CxuZjGhtK3WlMCYsa.jpg,2004-03-19,103,Taking Lives
6.2,English,7366,"After his career is sidelined by an unexpected tragedy and a personal blowup, a single man must take care of his precocious daughter.",https://image.tmdb.org/t/p/w440_and_h660_face/7BEpsTtyqBLTfaslnZGghWqJLDc.jpg,2004-03-26,102,Jersey Girl
6.2,English,7367,"An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady.",https://image.tmdb.org/t/p/w440_and_h660_face/l4g9R39NCp6VaYFrw6q8JwKNW9x.jpg,2004-03-26,104,"Ladykillers, The"
4.9,English,7369,Mystery Inc. must save Coolsville from an attack of past unmasked monsters brought to life by an evil masked figure trying to unmask the gang.,https://image.tmdb.org/t/p/w440_and_h660_face/voku0sDMzQRwqBcTDq4X8j4sJHD.jpg,2004-03-26,93,Scooby-Doo 2: Monsters Unleashed
8.1,English,7371,"A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits town, she finds out that their support has a price. Yet her dangerous secret is never far away...",https://image.tmdb.org/t/p/w440_and_h660_face/80iFKwaNumOuk5xDKSoS5H3qICc.jpg,2004-04-23,178,Dogville
6.5,English,7372,An innocent man becomes one of the most wanted criminals the world has ever known.,https://image.tmdb.org/t/p/w440_and_h660_face/xmGQsMbXKELzD4n78uMoCsgJPi4.jpg,2004-03-26,110,Ned Kelly
6.8,English,7373,"A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",https://image.tmdb.org/t/p/w440_and_h660_face/pg6tCxOuON9vUqtoj8GJw1saklz.jpg,2004-04-02,122,Hellboy
5.4,English,7374,"To save their farm, the resident animals go bounty hunting for a notorious outlaw.",https://image.tmdb.org/t/p/w440_and_h660_face/9xIIo4FMquy5SRqn8hppyr2QadR.jpg,2004-04-02,76,Home on the Range
5.9,English,7375,"At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.",https://image.tmdb.org/t/p/w440_and_h660_face/ch7nicyvJM0Ga1WlFmUHRBWfOLK.jpg,2004-04-02,111,"Prince & Me, The"
6.2,English,7376,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",https://image.tmdb.org/t/p/w440_and_h660_face/2sdmKtRz2SlGSLxxZDePKm5zxus.jpg,2004-04-02,86,Walking Tall
6,English,7379,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas.",https://image.tmdb.org/t/p/w440_and_h660_face/wvV0z15R0hDI0q4nd9pI4JuOc2c.jpg,2004-04-09,137,The Alamo
6.3,English,7380,"Ella is under a spell to be constantly obedient, a fact she must hide from her new step-family in order to protect the prince of the land, her friend for whom she's falling.",https://image.tmdb.org/t/p/w440_and_h660_face/8iGtUgdjIoaoSPyIrNFnQMsQsQU.jpg,2004-04-09,96,Ella Enchanted
5.5,English,7381,"Jimmy the Tulip's (Willis) quiet new life is shaken up by his old pal Oz (Perry), whose wife (Henstridge) has been kidnapped by a Hungarian mob. The Tulip and his wife Jill (Peet) spring into action.",https://image.tmdb.org/t/p/w440_and_h660_face/4fbglyCpPqK1u40fhncLXKAF74A.jpg,2004-04-09,98,"Whole Ten Yards, The"
7.5,Italian,7382,"A young boy accidentally discovers a deep hole in the ground, where another boy is kept prisoner.",https://image.tmdb.org/t/p/w440_and_h660_face/sPVdxAIj7xzPE1Iid6utq9vvABL.jpg,2004-05-07,108,I'm Not Scared (Io non ho paura)
7.9,English,7386,"The Egyptian Prince, Moses, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",https://image.tmdb.org/t/p/w440_and_h660_face/3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,1956-10-05,220,"Ten Commandments, The"
8,English,7387,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",https://image.tmdb.org/t/p/w440_and_h660_face/h6aVbUsiJB3Le1xrhyZXsXZOI3h.jpg,1979-05-24,127,Dawn of the Dead
7,English,7394,Sabotage efforts damage an international air race.,https://image.tmdb.org/t/p/w440_and_h660_face/16fMzqPp7PzAS8jJ8MPsvZI2A67.jpg,1965-06-16,138,Those Magnificent Men in Their Flying Machines
7.1,English,7395,"Cheaper By the Dozen, based on the real-life story of the Gilbreth family, follows them from Providence, Rhode Island to Montclair, New Jersey, and details the amusing anecdotes found in ...",https://image.tmdb.org/t/p/w440_and_h660_face/dDbDdSTPgeTJc3f4nJnMEX3mm8q.jpg,1950-04-01,86,Cheaper by the Dozen
8.5,Swedish,7396,"Ten years of Marianne and Johan's relationship are presented. We first meet them ten years into their marriage. He is a college professor, she a divorce lawyer. They say that they are ...",https://image.tmdb.org/t/p/w440_and_h660_face/ArKEdvJesIktFX8OAhcdKAOLl6I.jpg,1974-09-15,283,Scenes From a Marriage (Scener ur ett äktenskap)
6.5,English,7407,"Abbott & Costello search for diamonds in Africa, along the way meeting a visually-impaired gunner, a hungry lion, and a tribe of cannibals...",https://image.tmdb.org/t/p/w440_and_h660_face/zxyltnIIbUMIhwav85sDCge4idM.jpg,1949-05-27,79,Africa Screams
3.7,English,7411,"Simon Watterman, a space archaeologist, discovers the Munchies in a cave in Peru. Cecil Watterman, Simon's evil twin brother and snack food entrepreneur, kidnaps the creature. What Cecil ...",https://image.tmdb.org/t/p/w440_and_h660_face/kfooqPMz4Tkig7MXwQQR3mQns0S.jpg,1987-03-01,83,Munchies
7.1,English,7415,A grumpy semi-retired private investigator partners with a quirky female client to catch the people who murdered his partner.,https://image.tmdb.org/t/p/w440_and_h660_face/6P5bNPWPEuEEgUDCllk6I43iWqF.jpg,1977-07-04,93,"Late Show, The"
7.7,English,7419,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,https://image.tmdb.org/t/p/w440_and_h660_face/1mh5QtpNYpHp3SQ2Bkj4dnmX0bA.jpg,1985-10-11,97,After Hours
6.2,English,7437,"A mob mix-up in Chicago sends two chanteuses screaming for L.A., where they score a perfect gig: posing as drag queens on the dinner theater/cabaret circuit. Things get extra-weird when a guy falls for one of the girls.",https://image.tmdb.org/t/p/w440_and_h660_face/mR0K8S5s2c5uxpcevnVam17HFrh.jpg,2004-04-16,98,Connie and Carla
8,English,7438,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd and the treacherous, one-eyed Elle.",https://image.tmdb.org/t/p/w440_and_h660_face/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,2004-04-16,137,Kill Bill: Vol. 2
6.5,English,7439,An undercover FBI agent becomes a vigilante assassin and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.,https://image.tmdb.org/t/p/w440_and_h660_face/7rmA1HwYp2GKM85BL0cVwCaosGr.jpg,2004-04-16,124,"Punisher, The"
6.1,English,7444,A 13 year old girl plays a game on her 13th birthday and wakes up the next day as a 30 year old woman.,https://image.tmdb.org/t/p/w440_and_h660_face/iNZdSIfhSCMtRILDNyhLn8UKeSG.jpg,2004-04-23,98,13 Going on 30
7.7,English,7445,"In Mexico City, a former assassin swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",https://image.tmdb.org/t/p/w440_and_h660_face/grCGLCcTHv9TChibzOwzUpykcjB.jpg,2004-04-23,146,Man on Fire
4.8,English,7448,A man becomes increasingly jealous of his friend's newfound success.,https://image.tmdb.org/t/p/w440_and_h660_face/70fZ0Eyn3aYLMOM8dkBeW3770Od.jpg,2004-04-30,99,Envy
4.8,English,7449,"A couple agree to have their deceased son cloned, under the supervision of an enigmatic doctor but bizarre things start to happen years after his rebirth.",https://image.tmdb.org/t/p/w440_and_h660_face/1UFNj56Rg6X30RhAK3xfjyS8m60.jpg,2004-04-30,102,Godsend
5.9,English,7450,"Amidst a sea of litigation, two New York City divorce lawyers find love.",https://image.tmdb.org/t/p/w440_and_h660_face/kNA6zmciLoPTFyqFgeLY2rLSN16.jpg,2004-04-30,90,Laws of Attraction
7,English,7451,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",https://image.tmdb.org/t/p/w440_and_h660_face/fXm3YKXAEjx7d2tIWDg9TfRZtsU.jpg,2004-04-30,97,Mean Girls
4.8,English,7453,"One day in New York City, as Jane Ryan tries out for an overseas college program and her sister Roxy schemes to meet her favorite punk rockers, a series of mishaps throws their day into ...",https://image.tmdb.org/t/p/w440_and_h660_face/lFhOCEvShTofMl11Ty3o8dSA6JC.jpg,2004-05-07,91,New York Minute
6,English,7454,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.,https://image.tmdb.org/t/p/w440_and_h660_face/5PamJJJH1lvMMWvDLLohEQuGbg6.jpg,2004-05-07,131,Van Helsing
7.7,Spanish,7456,"An 8-year-old boy, raised by his grandmother, is surrounded by problems in his family he finds only himself capable of solving.",https://image.tmdb.org/t/p/w440_and_h660_face/hwFsPDutd5sM7lHQ5EMSGm55j2Z.jpg,2003-02-06,86,Valentin (Valentín)
7.2,English,7458,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.",https://image.tmdb.org/t/p/w440_and_h660_face/kWj4RJzZeJGeyGA3DVGQiNkUjkt.jpg,2004-05-14,163,Troy
7.6,Portuguese,7459,"Brazilian MD Drauzio Varella starts AIDS prevention in Brazil's largest prison, Carandiru, in São Paulo, where the population is nearly double its 4,000 maximum. Doc learns from experience ...",https://image.tmdb.org/t/p/w440_and_h660_face/dvL05T9KtkY6oPpMvrAmu18Nds3.jpg,2003-04-11,145,Carandiru
7.1,English,7460,A series of vignettes that all have coffee and cigarettes in common.,https://image.tmdb.org/t/p/w440_and_h660_face/myLbZRsgRVyfj1luCvUcgB9cjGs.jpg,2004-06-11,95,Coffee and Cigarettes
7.8,English,7478,"Spalding Gray tells about his participation in the film, The Killing Fields & the background story about the troubles of Cambodia.",https://image.tmdb.org/t/p/w440_and_h660_face/f4zL3xLRjeIvS07kqdighO0EoFH.jpg,1987-04-01,85,Swimming to Cambodia
6.9,English,7481,"A soldier from Earth crash-lands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together ...",https://image.tmdb.org/t/p/w440_and_h660_face/a3dr9L8VIjhEvivzQ2M12VQDere.jpg,1985-12-20,108,Enemy Mine
7.7,English,7482,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,https://image.tmdb.org/t/p/w440_and_h660_face/zN7OOSARMLVzl9xJqkW2CcZ3xhY.jpg,1973-08-19,102,Enter the Dragon
